"event_ID","text","date","Year","type_of_event","non_royal_ties","tailored_entities"
1031,"Their Royal Highnesses the Prince and Princess of Wales gave a ball in the evening , to which the follow ing were invited , but some were unable to attend : -Their Royal Highuesses the Grand Duke and Grand Duchess of Mecklenburg - Strelitz , their Royal Highnesses Prince and Princess Christian of Schleswig - Holstein - Sonderbourg Augustenbourg , her Royal Highness Princess Louise , her Royal Highness the Duchess of Cambridge , bis Royal High pess the Duke of Cambridge , his Serene Highness the Prince and her Royal Highness the Princess of Teck , the Count and Countess de Paris , the Prince and Princess , de Joinville , his Royal Highness the Duke de Nemours , beri Royal Highness the Princess Marguerite , their Royal High nesses the Duke and Duchess de Chartres , the Duke de Penthièvre , his Royal Highness Duke Philip and her Impe rial Highness the Archduchess Therese of Würtemberg , his Serene Highness Prince Edward of Saxe - Weimar and the Countess Dornberg , his Serene Highness the Prince of Lein ingen , his Serene Highness Prince Philip of Saxe - Coburg Gotha , his Highness Prince Hassan , his Excellency the Da nish Minister ( General de Bulow ) and Madame de Bulow and Baroness de Bertouch , his Excellency the Greek Minister ( M. Brailas - Armeni ) and Madame and Mdlle . Brailas Arineni , his Excellency the United States Minister ( Mr. J. L. Motley ) and Mrs. and Miss Metley , his Excellency the Spanish Minister ( Don Rances y Villaneuve ) , his Excel lency the Swedish and Norwegian Minister ( Baron de Hochschild ) and Baroness de Hochschild , Princess Czerni- | cheff , Princess Marie Czernicheff , Princess Leon Czernicheff , Prince and Princess Soltykoff , Prince Giannetto Doria Pamphily , Prince Louis de Liechtenstein , the Duchess of San Arpino and Miss de Burgh , the Duke and Duchess Carac ciolo , the Marquis d'Azeglio , the Marquis and Marchioness de Caux , the Marquis de Canmont La Force , the Count and Countess Welles de Lavalette , the Count and Countess de Bechevet , the Count and Countess Lambert St. Croix , Count Maffei , Coant de Beaufort , Count Walewski , Count A. d'Oultremont , Count de St. Priest , Connt H.de Lambertze , Count E. de Lambertze , Count Kielmausegge , Count Nes selrode , Viscount Greffalhe , Baron and Baroness Gulden crone , his Excellency M. Van de Weyer and Madame and Miss Van de Weyer , M. and Madame de Treschow , Mr.and Mrs. Sanford , Madame de Girardin , Madame de Arcos , Mrs. Ives , M. de Lesseps , M. de Krause , Paul Mu surus Bey , the Duke of Norfolk , the Duchess of In verness , Duke and Dachess of Athole , Duke and Duchess of Roxburghe and Miss Dalton , Duke and Duchess of Marl borough and Lady Rosamond S. Churchill , Duke and Duchess of Buccleuch and Lady Margaret Scott , Dake and Duchess of Richmond and Lady Caroline G. Lennox , Duke and Duchess of Sutherland , Duke and Duchess of Manches - i ter , Dake and Duchess of Abercora and Lady Georgiana Hamilton , Duchess - Dowager of St. Albans and Lady Diana Beauclerk , the Marquis and Marchioness of Huntly , Marquis and Marchioness of Queensbury , Marquis and Mar chioness of Westminster , Marquis and Marchioness of Bath , Marquis and Marchioness of Blandford , Marquis and Mar chioness of Lansdowne , Marquis and Marchioness of Carmar then , Marquis and Marchioness of Hamilton , Marchioness of Ely , Maria Marchioness of Ailesbury , Marquis of Hartington , Marquis of Bowmont , Marquis of Lorne , Marquis of Wor cester , Marquis of Ormonde , Earl and Countess of Kim berley and Lady Alice Wodehouse , Earl and Countess Spencer , Earl and Countess of Cork , Earl and Countess : Granville , Earl and Countess of Shrewsbury , Earl and Countess of Winchilsea and Lady Constance Finch Hatton , Earl and Countess of Sandwich and Lady Emily Montagu , Earl and Countess of Morton , Earl aud Countess of Tan kerville , Earl and Countess of Sefton , Earl and Countess of Carysfort , Earl and Countess of Craven , Earl and Countess Brownlow and Lady Gertrude Talbot , Earl and Countess i Somers and Lady Isabella Cocks , Earl and Countess Vaue and Lady Frances Vane Tempest , Earl and Countess of Ellesmere , Earl and Countess of Kinnoull and Lady Constance Hay , Earl and Countess of Listowel , Earl and Countess of Yarborough , Earl and Countess Cowley and Lady Feodore Wellesley , Earl and Countess of Dartrey and Lady Mary Dawson , Earl and Countess of March , Earl and Countess of Dalkoith , Earl of Bective and Lady Madeleine Taylour , Earl Cadogan and Lady Mary Cadogan , Countess of Mayo , Countess of Desart , Earl and Countess of Macclesfield and the Ladies Parker , Earl and Countoss of Mount - Edgcumbe , Countess Dowager . Mount - Edgeumbe , and Lady Ernestine Edgcumbe , Earl and Countess of Mount - Charles , Earl of Rosebery , Earl of Gosford , Earl Cowper , Earl of Desart , Clonmell , Earl of Wicklow , Earl of Camperdown , Earl of Morley , Earl of Roden , Earl of Offaly , Earl of Ilchester , Viscount and Viscountess Sydney , Major - General Viscount and Viscountess Bridport and the Hon . Miss Hood , Viscount and Viscountess Bar rington and the Hon . Florence Barrington , Viscount and Viscountess Andover , Viscount and Viscountess Chelsea , Viscount and Viscountess Folkestone , Viscount and Viscountess Grey de Wilton , Viscount and Vicountess Holmesdale , Viscount and Viscountess Royston , Viscount and Viscountess Downę , Viscount and Viscountess Dangan , Viscount and Viscountess Hood , Viscount and Viscountess Walden , Viscount and Viscountess de Vesci and Hon . Miss Vesey , Viscount and Viscountess Castlerosse , Viscountess Clifden , Viscount Crichton , Viscount Newry , Viscount Dapplin , Viscount Hinchingbrook , Viscount Macduff , Viscount Valencia , Lord and Lady Dufferin , Lord and Lady Wentworth and Miss Heriot , Lord and Lady Ave land , Lord and Lady Rendlesham , Lord and Lady Londes borough , Lord and Lady Walsingham and Hon . Emily de Grey , Lord and Lady Churchill , Lord and Lady Suffield , Lord and Lady Fitzhardinge and Hon . Eva Giffard , Lady Holland and Miss Fox , Lord and Lady Alice Kenlis , Lord and Lady Cecilia Bingham , Lord and Lady Alexander Gordon Lennox , Lord and Lady Alfred Paget , Miss Paget , and Hon . Eva Macdonald , Lord and Lady Charles Bruce , Lord and Lady Archibald Campbell , Lady George Paget , Major - General Lond Henry Percy , Lord Henry Gordon Len pox , Lord George G. Lennox , Lord Algernon G. Lennox , Lord Francis G. Lennox , Lord Henry Somerset , Lord Arthur Somerset , Lord Albert L. Gower , Lord Ronald L. Gower Lord Claad J. Hamilton , Lord George Hamilton , Lord William Beresford , Lord Arthur Hill , General Lord Strath nairn , Lord Harris , Lord Calthorpe , Lord Langford , Wallscourt , Lord Sandys , Lord Kilmarnock , Lord Rossmore , Lord Carington , Lord Garlies , Right Hon . W. E. and Mrs. Gladstone and Miss Gladstone , Right Hon . B. Disraoli and Viscountess Beaconsfield , Right Hon . Chichester Fortescue and Frances Countess Waldegrave , the Lord Chief Justice , Colonel the Hon . D. and Lady Elizabeth de Ros , Colonel the Hon . A. and Mrs. Hardinge , Lieutenant - Colonel the Hon . H. and Mrs. Byng , Lieutenant Colonel the Hon . H. and Mrs. Campbell , Lieutenant Colonel and the Hon . Mrs. Loyd Lindsay , Lieutenant Colonel the Hon . W. Coke , Captain the and Lady , Agnita Montagu , Captain the Hon . A. Fulke and Lady Violet Greville , Captain the Hon .","1870-07-05-012_col_1",1870,"travel","Madame de Arcos","Madame de Arcos"
150277,"Mr. W. Blaber ( Manager of the Government Instructional Factory , Cricklewood ) had the honour of being received by The King and Queen , when Mr. G. Arrow , Mr. H. W. Walker , Mr. H. F. Kesteven and Mr. J. W. Allen ( Trainees from the Government Instructional Factory ) had the honour of being presented to Their Majesties .","1920-08-16",1920,"constitutional","Mr. H. F. Kesteven","Mr. H. F. Kesteven"
151350,"Major - General the Lord Lovat , Chairman of the Forestry Commission ; the Lord Clinton , Sir William Schlich , the Right Hon . F. D. Acland , M.P. , Mr. T. B. Ponsonby , and Mr. R. L. Robinson , United Kingdom Mr. Hugh Murray , England and Wales ; Mr. A. C. Forbes and Mr. John Sutherland , Ireland ; Mr. Robson Black , Mr. E. H. Finlayson , Mr. W. E. Kilby , and Mr. C. Leavitt , Dominion of Canada ; Mr .. M .. A. Grainger , British Columbia ; Mr. Bedard , Quebec ; Mr. C. E. Lane - Pool and Mr. H. R. Mackay , Commonwealth of Australin ; the Hon . Sir Peter i McBride , Victoria ; the Hon . E. Lucas , South Australia ; the Hon . Sir James Connolly , Western Australia ; the Hon . A. H. Ashbolt , Tasmania ; the Hon . Sir Thomas MacKenzie , Dominion of New Zealand ; Mr. C. E. Legat , Union of South Africa ; Mr. D. James Davies , Newfoundland ; Sir Claude Hill , Mr. P. H. Clutterbuck , Mr. A. J. Gibson , Mr. W. F. Perree , and Professor R. S. Troup , India ; Mr. R. E. Fischer , Egypt ; Mr. W. A. Davie , Sudan ; Mr. W. D. Ellis , Mr. Edward Battiscombe , Mr. G. E. Cubitt , Mr. R. Fyffe , Mr. D. K. S. Grant , Mr. N. C. McLeod , Mr. J. M. Purves , Mr. L. Palfre man , Mr. C. S. Rogers , Mr. J. D. Sargent , and Mr. H. M. Thompson , Crown Colonies ; and Mr. C. J. Sangar and Miss G. Baker King ( Secretary and Assistant Secretary , British Empiro Forestry Con ference ) .","1920-07-22",1920,"head_nation","Miss G. Baker King ( Secretary and Assistant Secretary , British Empiro Forestry Con ference )","Miss G. Baker King ( Secretary and Assistant Secretary , British Empiro Forestry Con ference )"
1614,"Templer retired , and Mason won gallantly by four yards , The general circle was attended by struction injurious to religious liberty . On the other The GRAND NATIONAL STEEPLECHASE of 300 sovs . , added Macnaughten being second and Evans third . The time was The Earl of Kimberley ( Lord Privy Seal ) , the Duke of hand , a ruridecanal mecting , held at Birkenhead , Argyll ( Secretary of State for India ) , the Duke of Norfolk resolved to petition in favour of the Bill , trusting to was a long time before he came round after the race . ( Earl Marshal ) , the Bishop of Winchester ( Lord High Al- the wisdom of Parliament to amend the objectionable clauses . moner ) , the Hon . Spencer Ponsonby ( Controller in the Lord At a meeting of the Birmingham Town Council on Tuesday Chamberlain's Department ) , General Sir Frederic Smith , a resolution was carried , with only three dissentients , Mr. Arthur Blackwood , Commander C. J. Nelson , adopting substantially the amendments proposed by the R.N. Mr. Wilbraham Taylor , Mr. E. H. Anson , National Education Leagne in the Bill . A pablic meet Mr. Alfred Montgomery , Sir Alexander Duff Goring was held on Tueday night at Plymouth , at which a re and to the was a in Queen ) , the Hon . Roden Noel ( Groom of the Privy Chamforder to render the Bill complete and satisfactory , ber ) , General the Earl of Lacan ( Gold Stick in Waiting ) , the following amendments are necessary : -School Boards the Marquis of Normanby ( Captain of the Gentlemen to be established in all districts immediately on the Mr. J. Nightingall's b . g . Sarney , "" at Arms ) , the Duke of St. Albans ( Captain of the passing of the Act , and to be required to provide l'Anson ) Yeomen of the Guard ) , Colonel F. Marshall ( Silver without delay for educational necessities . In districts Mr. Brayley's b . g . Pearl Diver , aged , 12st . 71b . ( J. Page ) o insand Stick in Waiting ) , Lieutenant - Colonel Sir William not included in boroughs the School Boards to be Mr. E. Brayley's ch . g . Moose , aged , 11st . 7lb . ( à . Topham ( the Lieutenant of the Gentlemen - at - Arms ) , elected by the ratepayers , not by the Vestry , Com- French ) Lieutenant - Colonel Arthur Need ( the Lieutenant of pulsory attendance to be generally enforced by the the Yeomen of the Guard ) , Colonel the Hon . A. Hardinge School Boards , and all schools under their management to ( the Field - Officer in Brigade Waiting ) , Captain G. Fitzroy be free and unsectarian . The trade societies of Leeds are Smyth ( the Adjutant in Brigade Waiting ) , Lieutenant unanimously opposed to those clauses to which the League Colonel Napier Sturt ( Captain of the Queen's Guard ) , Major objects . The Mayor has convened a meeting for Saturday Harmar ( Standard - Bearer to the Hon . Corps of Gentlemen- held in Newcastle on Tuesday night , the Mayor , in his Mr. F. Wilkinson's br . g . Scarrington , aged ( h.b. ) next to consider the was at - Arms ) , Colonel Wodehouse , R.A. , Captain Beauchamp Seymour , R.N. , and Viscount Eversley ( Aides - de - Camp to capacity of president of the branch of the Education 10st . 121b . ( Wheeler )","1870-03-10",1870,"head_nation","Colonel Wodehouse , R.A.","Colonel Wodehouse , R.A."
152092,"Queen Alexandra's Imperial Military Nursing Service Reserve Miss Jean CRAWFORD , Miss Rose DAVY , Miss Annie FALCONER . Mas Louisa FOX . Miss Louisa HANSON , Miss Ellen HARRIS , Miss Mary LINTON , Miss Millicent PERRY , and Georgina , Mrs. WHITE .","1920-06-26",1920,"head_nation","Miss Mary","Miss Mary"
716,"Prince Leopold and Princess Beatrice also went out . Sir Charles and Lady Lyell have left Osborne .","1870-02-12",1870,"leisure","Sir Charles","Sir Charles"
152014,"WINDSOR CASTLE , JUNE 19 . Their Majesties ' Guests have left the Castle . The Archbishop of Sydney and Mrs. Wright have arrived .","1920-06-21",1920,"travel","Archbishop of Sydney","Archbishop of Sydney"
150417,"of Liverpool , the Viscount Farquhar ( Lord Steward ) , the Viscount Milner ( Secretary of State for the Colonies ) , the Viscount Novar , Sir George Fiddes ( Permanent Under - Secretary of State for the Colonies ) and Lady Fiddes , Sir Timothy Coghlan ( Agent - General for New South Wales ) and Lady Coghlan , the Hon . Sir Peter McBride ( Agent - General for Victoria ) and Lady McBride , the Hon . Sir James Connolly ( Agent - General for Western Australia ) and Lady Connolly , the Hon . J. McEwan Hunter ( Agent - General for Queensland ) and Mrs. Hunter , the Hon . Edward Lucas ( Agent - General for South Australia ) , Mr. A. H. Ashbolt ( Agent - General for Tasmania ) and Mrs. Ashbolt , Lieut . - Colonel Leopold Amery , M.P. ( Parliamentary Under - Secretary of State for the Colonies ) and Mrs. Amery , Captain Tahu Rhodes ( Grenadier Guards ) and the Hon . Mrs. Rhodes and Mademoiselle Dussau ; and the Countess Fortescue and the Lady Bertha Dawkins ( Ladies in Waiting ) , Miss Dorothy Yorke ( Lady in Waiting to the Princess Mary ) , Major - General the Lord Ranksborough ( Lord in Waiting ) , the Right Hon . Sir Frederick Ponsonby ( Treasurer to The King and Keeper of the Privy Purse ) , Lieut . - Colonel the Lord Stamfordham ( Private Secretary ) , the Master of the Household , Vice - Admiral Henry Campbell ( Groom in Walting ) , Major Reginald Seymour and Captain the Hon . Alexander Hardinge ( Equerries in Waiting ) , the Deputy Master of the Household , Sir Edward Wallington and Mr. Harry Verney ( Treasurer and Private Secretary to The Queen ) , Rear - Admiral Sir Lionel Halsey and Captain the Hon . Piers . Legh ( Comptroller and Equerry in Waiting to the Prince of Wales ) and Wing - Com mander Louis Greig ( Comptroller to the Duke of York ) .","1920-12-14",1920,"travel","Mrs. Hunter","Mrs. Hunter"
153657,"The Prince of Wales and the Lord Louis Mountbatten dined with The King and Queen this evening .","1920-10-13",1920,"leisure","Lord Louis Mountbatten","Lord Louis Mountbatten"
152573,"The Service was conducted by the Revd . , Canon Edgar Sheppard , D.D. ( Sub - Dean of His Majesty's Chapels Royal and Domestic Chaplain ) , and the Revd . Canon William Temple ( Chaplain to The King ; Canon of Westminster ) preached the Sermon .","1920-03-1",1920,"religious","Revd . , Canon Edgar Sheppard , D.D. ( Sub - Dean of His Majesty's Chapels Royal and Domestic Chaplain )","Revd . , Canon Edgar Sheppard , D.D. ( Sub - Dean of His Majesty's Chapels Royal and Domestic Chaplain )"
153754,"BALMORAL CASTLE , OCT . 4 . The Right Hon . Sir Frederick Ponsonby has left the Castle .","1920-10-5",1920,"travel","Right Hon . Sir Frederick Ponsonby","Right Hon . Sir Frederick Ponsonby"
151468,"Mr. James MACKENZIE , Mr. Norman STIFFE , and Mr. Hugh which Sir John restored and enlarged 24 years ago . Shirley have left London for Staunton Harold , Liverpool School of Tropical Medicine : Dinner , Exchange Station Earl and Countess Ferrers and Lady Joan Incorporated Sta - Singing College : Annual meeting Royal clergymen the Mac michael , B.D. , the present minister of the charge , Ashby de la Zouch . FLETCHER , R.N. , Paymaster Lieutenant Jolin OGLE , EN and the Rev. J. R. Burt , his immediate predecessor , Warrant - Engineer Miss Maud CHASE , now late Queen Mary's Army Auxiliary Corps , Miss Carmen DAVOREN The mourners were the new baronet , Colonel Sir Women's Legion , Captain Trevor BENSON , Royal Army Service John Gilmour , D.S.O. , M.P. , Lady Gilmour ( the Corps , Captain Ernest HARLEY , Royal Army Ordnance Corps . widow ) , Mrs. Younger and Mrs. R. Purvis ( daughters ) , taken up her residence at Nidd Hall , Harrogate . Robina Viscountess Mountgarret has again Captain Frederick JANSON , Royal Army Ordnance Corps , Captain and Major H. Gilmour ( son ) . There was a large Frederick JOHNS , Royal Army Ordnance Corps , Captain Henry congregation . The hymns sung were "" Abide with KAVANAGH . Royal Irish Fusiliers , Captain Charles I Lord and Lady Pirrie left London last evening . BOTHAM , General List , Captain Munton BAKER - MUNG me "" and "" For all the saints , "" and the organist Lady Rossmore has left London for Rossmore rest in Park , Monaghan .","1920-07-24",1920,"head_nation","Mrs. Younger","Mrs. Younger"
153563,"Their . Majesties received the Thakor Saheb and Thakor Salicba of Gondal this afternoon .","1920-11-9",1920,"leisure","Their . Majesties","Their . Majesties"
153214,"Their Majesties were conducted to the School Library , and after signing the Minute Book of the School and the Visitors ' Book of the Students ' Union , were conducted to Their carriage and returned to the Palace . Vice - Admiral the Prince of Jumbara ( Head of the Siamese Naval Mission ) , and General the Prince of Kambaeng Bejra ( Commissioner General of Railways of Siam ) and the Princess of Kambaeng Bejra visited The King and Queen and remained to Luncheon . Queen Amélie visited Their Majesties this t afternoon .","1920-05-29",1920,"head_nation","King ","King"
151252,"A Royal salute was fired upon Their Majesties ' arrival by the 1st Welsh Brigade , Royal Field Artillery , Territorial Army , under the command of Major B. R. Benyon Winsor . The Mayor of Swansea had the honour of being presented to The King and Queen , and afterwards presented the Mayoress ( Miss Sinclair ) , the Recorder , and the Town Clerk . The Mayoress had the honour of presenting bouquets to The Queen and the Princess Mary . An address was presented to The King from the County Borough , Swansea , to which His","1920-07-19",1920,"head_nation","Mayoress ( Miss Sinclair )","Mayoress ( Miss Sinclair )"
1111,"court , Lord Sandys , Lord Carington , Lord Annaly , Lord Cremorne , Lord Rossmore , Lord Danglas , Lord and Lady John Manners , Lord and Lady Stafford , Lord and Sondes and Hon . Misses Milles , Lord and Lady Wenlock and Hou . Alethea Lawley , Lady Sandys and Hon . Misses Sindys , Lord De Tabley and Hon . Misses Warren , Lord Harris , Lord Portman and Hon . Misscs Portman , Northbrook , Lotd Redeslale , Lord Overstone , Lord Rokeby and Hou . Elizabeth Montagu , Lord and Lady Lur gan , Lord and Lady A. Paget and Miss Paget , the Rev. Lord Wriothesley Russell and Laly and Miss Russell , the Right Hon . W. E. and Mrs. Gladstone and the Misses Glaistone , the Right Hon . E. and Mrs. Hammond , the Right Hon . W. E. and Mrs. Forster , the Right Hon . G. Hardy , and the Misses Hardy . the Right","1870-07-08-005_col_1",1870,"travel","Lady Stafford (found in the Court Circular with Lord Stafford )","Lady Stafford (found in the Court Circular with Lord Stafford )"
1400,"The sponsors for the infant Princess were : -Her Majesty the Queen , their Royal Highnessos Princess Louise and the Duchess of Cambridge , their Serene Highnesses Prince Ed ward of Saxe Weimar and Prince Woldemar of Schleswig Holstein , and the Duchess of Roxburghe as proxy for her Serene Highness Princess Augusta of Schleswig - Holstein . Prince Arthur and Prince Leopold and Princess Amelia of Schleswig - Holstein , who were also sponsors , were unable to be present .","1870-06-21",1870,"leisure","their Royal Highnessos Princess Louise","their Royal Highnessos Princess Louise"
515,"Her Majesty the Queen , their Royal Highuesses Princes Beatrice , Prince Leopold , and Prince Christian attended Divino service this morning in the private ohupel . The Very Rev , the Deau of Chester preached the sermon .","1870-12-12",1870,"religious","Deau of Chester","Deau of Chester"
1036,"neux , Captain Hon . N. Grosvenor , Captain Hon . R. Villiers , Captain Hon . F. Wellesley , Captain Hon . R. Tal bot , Captain Hon . W. Harbord , Captain Hon . H. Need ham , Captain Hon . W. Carington , Captain_Hon . J. Vesey , Captain Hon . A. Hood , Commander Hon . E. Dawson , Hon . C. and Lady Agnes Wood , Hon . F. and LadyAdelaide Cado gan and Miss Cadegan , Hon . Spencer and Mrs. Ponsonby , Hon . F. and Mrs. Stonor , Hlon . E. and Mrs. Coke , Hon . G. and Mrs. Vaughan and Miss Vaughan , Hon . Lady Phipps and Hon . Harriot Phipps , Hon . Mrs. W. Grey , Hon . Mrs. R. Bruce , Hon . Mrs. J. Afacdonald , Hon . F. Howard , Hon . O. Montagu , Hon . T. de Grey , Hon . W. T. Fitzwilliam , Hon . H. Bourke , Hon . C. Ellis , Hon . F. Bertie , Hon . R. Gre - i ville - Nugent , Hon . A. T. Fitzmaurice , Hon . R. H. Meade , Hon . W. C. Fitzwilliam , Hon . R. Hare , Baron and Baroness Meyer de Rothschild and Miss de Rothschild , Baron F. and Miss Alice de Rothschild , Sir Anthony_and Lady de Rothschild and Miss de Rothschild , Sir T. and Lady Louisa Monoreiffo and Miss Monereiffe , Vice - Admiral Sir Hastings Yelverton and Hon . Barbara Yelverton , General Sir.W. and Lady Knollys and the Misses Knollys , Sir E. and Hov . Lady Filmer , Lieutenant - Colonel Sir C. Russell , Sir W. Pelly , Sir S. Hayes , Sir F. Johnstone , Sir C. Legard , Sir T. Des Voux , Lady àlolesworth , Colonel and Mrs. D. Baillie , Colonel and Lady Agnes Murray , Colonel and Lady E. Kingscote , Coiorel C. Leslie , Colonel Napier Sturt , Lieutenant - Colonel and Mrs. Owen Williams , Lieu tenant - Colonel Bateson , Lieutenant - Colonel Keppel , Lieu tenant - Colonel Teesdale , Lieutenant - Colonel Kuox , Lieu tenant - Colonel Farquharsen ( of Invercauld ) , Lieutenant Colonel Reilly , Lieutenant - Colonel Fraser of Castle Fraser , i Lieutenant - Colouel H. Tower , Lieutenant - Colonel E.Wynne , Major and Mrs. Grey , Major and Mrs. Arbuthoot , Major Alison , Captain and Lady Evelyn Coventry , Captain and s Hoo . Mrs. Blundell , Captain and Hon . Mrs. H. Seymour , Captain and Mrs. J. R. Lane Fox , Captain and Mrs Keith Fraser , Captain T. W. Bulkeley , Captain E. Chaplin , Cap tain A. Heneage , Captain Stewart , Captain G. Johnstone , Captain D. Crichtou , Captain E. Wood , Captain L. Sey moir , Captain Brabazon , Captain Van de Weyer , Captain W. G. Stirling , Captain E. Wellesley , Captain F. Soy mour , Mr. G. and Lady Charlotte Russell , Mr. G. and Lady Augusta Start , Mr. W. E. and Lady Emily Dyke , and Lady Emily Van de Weyer , Mr. and Mrs. B. Osberae and Miss Osborne , Mr. and Mrs. N. de Roths child and Miss de Rothschild , Mr. and Mrs. Villebois and Miss Bagge , Mr. and Mrs. H. Hervey , Mr. and Mrs. A. D. and Mrs. F. Wombwell , Mr. and Mrs. C. Gar","1870-07-05-012_col_1",1870,"in_waiting","Lieutenant Colonel Reilly","Lieutenant Colonel Reilly"
