event_ID,text,date,Year,people
2184,"The Princo and Princess of Wales had a dinner party last ovening at Marlborough - house . The company in cluded his Royal Highness the Duke of Cambridge , his Excellency the Turkish Ambassador ( Musuras Pasha ) , his Excellency the French Ambassador ( the Marquis de Lava lette ) , his Excellency the Danish Minister ( General ) de Bulow ) and Madame de Bulow , his Excellency the United States Minister ( Mr. J. L. Motley ) and Mrs. Motley , the Duke and Duchess of Suther land , the Earl of Derby , Earl Stanhope , the Countess of Morton , Viscount Royston , Lord and Lady Cecilia Bingham , Lord and Lady Muncaster , Lord Claud J. Hamilton , Admiral the Hon . Sir Henry and Lady Keppel , the Right Hor . Sir John and Lady Pakington , the Right i Hon . B. Disraeli and the Viscountess Beaconsfield , Gene ral Sir W. and Lady Codrington , Colonel C. P. Leslie , Mr. W. H. Dyke , the Rev. W. L. Onslow , Colonel the Hon . J. Macdonald ( in attendance on the Duke of Cambridge ) , General Sir William Knollys and Lieutenant - Colonel Teesdale .",1870-05-14,1870,the Duke of Cambridge|Musuras Pasha|Marquis de Lava lette|J. L. Motley|Motley|Earl Stanhope|Viscount Royston|Lady Cecilia|Lady Muncaster|Claud J. Hamilton|Henry|Lady Keppel|John|Lady Pakington|B. Disraeli|W.|Lady Codrington|C. P. Leslie|W. H. Dyke|W. L. Onslow|J. Macdonald|William Knollys
1800,Mrs. Mrs.,1870-03-11,1870,
2588,"The Queen , accompanied by Princess Beatrice , weut out in the morning , and visited the Lochnagar Girls ' School . Her Majesty drove out in the afternoon with Princess Beatrice , attended by the Hon . Lady Biddulph .",1870-10-27,1870,Beatrice|Beatrice|Lady Biddulph
1134,"Her Majesty the Queen visited the Camp at Aldershott to - day , attended by the Marchioness of Ely , the Hon . Florence Seymour , Viscoant Bridport , and Colonel H. Pon sonby .",1870-07-11,1870,Florence Seymour|Viscoant Bridport|H. Pon
849,Princess Louise visited the Princess of Wales at Marlborough - housa . and remained to luncheon .,1870-02-28,1870,Louise
1265,"OSBORNE , JULY 25 . The Queen and their Royal Highnesses Princess Louise , Prince Arthur , and Princess Beatrice walked in the grounds this morning .",1870-07-26,1870,Arthur|Beatrice
2098,"The Princess of Wales drove out , attended by the Coun tess of Mortou . FROGMORE HOUSE , MAY 6 . Her Royal Highness Princess Christian has passed good night , and is making most satisfactory progress . The infant Princess continues well .",1870-05-07,1870,
2406,"NOVEMBER 18 . The Queen , with Princess Beatrice , and attended by the Duchess of Roxburghe , returned from the Glassalt Shiel .",1870-11-21,1870,Beatrice
853,"The Prince and Princess of Wales , with the Countess of Macclesfield and Lieutenant - Colonel Keppel in waiting , attended Divine service yesterday in the Chapel Koyal St. James's .",1870-02-28,1870,Keppel
206,Lady Elizabeth de ltos had the honour of dining with the Queen and the loyal family yesterday .,1870-04-29,1870,Lady Elizabeth de ltos|Queen
321,"Lord Alfred Paret , Equerry in Waiting , was in attend",1870-08-10,1870,Alfred Paret|Equerry
760,"Princess Louise , Princess Beatrice , and Prince Leopold also went out .",1870-02-18,1870,Louise|Prince Leopold
2205,"The Prince and Princess of Wales , with the Countess of Morton and Lieutenant - Colonel Teesdale in waiting , at teuded Divine service yesterday at the Chapel Royal , St. James's .",1870-05-16,1870,Morton
2564,The Right Hou . W. E. Forster had the honour of dining with Her Majesty .,1870-10-24,1870,W. E. Forster
1840,"The Queen and Princess Louise , attended by the Duchcas of Roxburghe , drove out this morning . Lord Alfred Pagot and Colonel Du Plat were in attendance upon horseback .",1870-03-12,1870,Alfred Pagot
2050,"The Prince of Wales , attended by the Marquis of Ra milton , General Sir William and Major Grey , was present in the evening at the annual dinner of the Royal Academy at Burlington - house .",1870-05-02,1870,Marquis|Ra milton|William|Major Grey
132,The Prince of Leiningen has left Osborne .,1870-04-18,1870,Osborne
2418,"Her Majesty in the afternoon went out , attended by Lady Florence Seymour ,",1870-11-24,1870,Lady Florence Seymour
840,"Her Roval Highness the Princess of Teck visited the Queen this afternoon . P "" cate :",1870-02-28,1870,
1406,"The Prince and Princess of Wales , accompanied by Prince Albert Victor , Prince George , Princess Louise , Princess Victoria , and Princess Maud , and attended by the Hon . Irs . Coke , General Sir William Knollys , and Lieutenant Colonel Keppel , returned to Marlborough House yesterday from Cooper's - hill , near Eeham . The Princess of Wales afterwards drove out , accompanied by the Hon . Mrs. W. Grey . Their Royal Highness the Grand Duke and Grand Duchess of Mecklenburg - Strelitz arrived at St. James's Palace on Saturday from Germany , attended by Lady Caroline Cust , Baron von Engel , and Baron von Both .",1870-06-21,1870,Prince George|William Knollys|Keppel|W. Grey|Lady Caroline Cust|Baron von Engel|Baron von Both
1790,"Prince and Princess Christian and Princess Beatrice visited the Prince and Princess of Wales at Marlborough house yesterday , and remained to luncheon .",1870-03-11,1870,Beatrice
2471,The Rev. Dr. Norman Macleod arrived at the Castle and had the honour of dining with the Queen and the Royal family .,1870-10-04,1870,Norman Macleod|Queen|Royal
726,Sir Hamilton and Lady Seymour have arrived on a visit to Her Majesty .,1870-02-14,1870,Hamilton|Lady Seymour
2729,The Lord Chancellor and the Right Hon . G. J. Goschen had the honour of dining with the Queen and the Royal Family .,1870-09-30,1870,G. J. Goschen|Queen
1500,"The Princess of Wales , Prince Albert Victor , Prince George , and Princes Louis , attended by the Cupuiess of Macclesfield and General Sir Williete Kuoliy , eternal to Marlborough House from a visit to the Quern at Windsor Castle .",1870-03-07,1870,Prince George|Williete Kuoliy
1261,"Her Majesty and their Royal Highnesses Princess Louise , Prince Arthur , and Princess Beatrice attended Divine ser -vice at Osborne to - day . The Rev. George Prothero officiated .",1870-07-25,1870,Arthur|Beatrice|George Prothero
1150,"The Prince of Wales , attended by Colonel Kingscote and Major Grey , was present on Saturday at a field - day held by the Queen at Aldershott .",1870-07-11,1870,Kingscote|Major Grey
891,"The Queen drove out yesterday afternoon , accompanied by Princess Christian aud Princess Beatrice ; and Her Ma jesty walked and drove in the grounds this morning with Princess Christian .",1870-01-08,1870,Beatrice|Her Ma
978,"The Countess of Gainsborough , Colonel Ponsonby , and the Master of the Household wore in attendance .",1870-01-29,1870,Ponsonby
1299,"The King of the Belgians , his Royal Highness Duke Philip of Würtemberg , and her Imperial Highness the Archdachess Thérèse , visited the Prince and Princess of Wales , at Marlborough House , and remained to luncheon .",1870-06-03,1870,Philip
583,Prince Leopold and Princess Beatrice also went out .,1870-12-22,1870,Prince Leopold
153708,"In the afternoon The King , accompanied by The Queen , Queen Alexandra , The Princess Mary , The Princo Henry , and The Princess Vic toria , unveiled and dedicated the Memorial Cross erected by His Majesty in memory of the 77 men from the Sandringham Estate who fell in the Great War .",1920-10-18,1920,Queen Alexandra|Majesty
152238,"The Troops on parade , under the command of Colonel A. B. E. Cator ( Commanding Scots Guards , Field Officer in Brigade Waiting ) , received The King i with a Royal Salute .",1920-06-7,1920,A. B. E. Cator|The King
151373,"In attendance upon Their Majesties were : --- The Lady Desborough ( Acting Mistress of the Robes ) , the Countess Fortescue and the Lady Mary Trefusis ( Ladies in Waiting ) , the Hon . Mabel Gye and the Hon . Ursula Lawley ( Maids of Honour ) , the Lord Annaly ( Lord in Waiting ) . Mr. Harry Verney ( Groom in Waiting ) , and Captain Sir Bryan Godfrey - Faussett , R.N. , and ( aptain the the Hon . Alexander Hardinge ( Equerries in Waiting ) .",1920-07-23,1920,Annaly|Harry Verney|Groom|Bryan Godfrey - Faussett|Alexander Hardinge
151411,church and afterwards at the parish hall adjoining .,1920-07-24,1920,
151187,"The King and Queen , accompanied by the Princess Mary , and attended by the Right Hon . Edward Shortt , M.P. ( Secretary of State for the Home Department , Minister in Attend ance ) and the Ladies and Gentlemen in Waiting , disembarked from the Royal Yacht and landed at Ramsey , and proceeded by motor - car to Douglas , accompanied by the Lieutenant - Governor and Mrs. Fry , the Governor's Secretary , and the Chief Constable . On their Majesties ' arrival at Douglas the following had the honour of being presented to the King and Queen by the Lieutenant Governor - The Bishop of Sodor and Man , the Members of the Legislative Council , the Speaker of the House of Keys , and the Chair man of the Harbour Commissioners .",1920-07-16,1920,Edward Shortt|M.P.|Ramsey|Douglas|Fry|Douglas
153121,"Harman ( General Officer Commanding Cavalry Brigade ) , and Lieutenant Wall , Ist Battalion The Royal Fusiliers ( City of London Regiment ) , commanding the Royal Pavilion Guard , had the honour of dining with the King and Queen this evening .",1920-05-24,1920,
152552,"Her Majesty was received at the site of the Memorial by Viscount Doneraile ( Mayor of the City of Westminster ) , Viscount Burnham ( Chairman of the Cavell Memorial Committee ) , and the Right Hon . the Lord Mayor .",1920-03-18,1920,Majesty|Viscount Doneraile|Viscount Burnham
150518,"The Prince of Wales dined with The King , and Queen and The King and Queen of Den mark last evening .",1920-12-2,1920,
152967,The King held an Investiture in the Quad rangle of the Palace at 11 o'clock .,1920-05-13,1920,
153582,The Lady Ampthill and the Lady Mary Trefusis have succeeded the Countess of Shaftesbury and the Lady Bertha Dawkins as Ladies in Waiting to The Queen .,1920-10-11,1920,
152636,"The Prince Albert , attended by Wing - Com mander Louis Greig , visited the Royal Air Force ( Cadet ) College , Cranwell , to - day .",1920-03-24,1920,Albert|Louis Greig
150280,"The King and Queen , the Princess Mary , the Prince Henry , and the Ladies and Gentlemen in attendance , were present at Divine Service in the Private Chapel this morning .",1920-08-16,1920,
150602,"The Right Hon . Austen Chamberlain , M.P. , had an audience of His Majesty previous to the Council .",1920-12-4,1920,Austen Chamberlain|M.P.|Majesty
152378,"The Queen , accompanied by the Princess Mary , and attended by the Lady Eva Dugdale , visited the Royal School of Art Needlework , South Kensington , this afternoon ..",1920-03-11,1920,
150062,Mr. A. L. and Mrs. Wigan had the honour of dining with The King and Queen this evening .,1920-04-15,1920,A. L.|Wigan
151872,"Her Royal Highness the Princess Mary was present , attended by the Lady Joan Mul holland .",1920-07-7,1920,
151999,"The King and Queen , accompanied by the Duke of York and the Princess Mary , Their Majesties ' Guests and the Ladies and Gentle men in attendance , honoured Ascot Races with Their presence to - day .",1920-06-18,1920,
153118,"Major - General Sir Reginald Stephens ( Com mandant Royal Military College ) and Lady Stephens , Brigadier - General H. D. O. Ward ( Commanding Royal Artillery , 2nd Division ) and Mrs. Ward , Brigadier - General A. E. W.",1920-05-24,1920,Reginald Stephens|Lady Stephens|H. D. O. Ward|Ward|A. E. W.
152323,"Lieut . - Colonel Archibald Weigall was also re ceived in audience by His Majesty and kissed hands upon his appointment as Governor of South Australia , when The King conferred upon him the honour of Knighthood and invested him with the Insignia of a Knight Commander of the Most Distinguished Order of St. Michael and St. George .",1920-03-10,1920,Lieut|Archibald Weigall|Majesty|Knighthood|Michael
150265,The Right Hon . Sir George Grahame was re ceived in audience by The King and kissed hands upon his appointment as His Majesty's Ambassador Extraordinary and Plenipoten tiary at Brussels .,1920-08-14,1920,George Grahame|Majesty|Extraordinary|Plenipoten
153541,The Secretary of State for the Home Depart ment administered the Oath .,1920-11-6,1920,
153325,"The Band of the Grenadier Guards played a selection of music during the Investiture , under the direction of Captain A. Williams . The Earl of Stradbroke was received in audience by The King and kissed hands upon his appointment as Governor of Victoria , when His Majesty conferred upon him the honour of Knighthood and invested him with the Insignia of a Knight Commander of the Most Distinguished Order of St. Michael and St. George , and of a Commander of the Most Excellent Order of the British Empire ( Military Division ) . The King also invested the Countess of Strad broke with the Insignia of an Officer of the Most Excellent Order of the British Empire ( Civil Division ) . The Earl and Countess of Stradbroke sub sequently had the honour of being invited to Luncheon with Their Majesties . The Right Hon . D. Lloyd George , M.P. ( Prime Minister and First Lord of the Treasury ) had an audience of The King , and Vice - Admiral Sir Michael Culme - Seymour , Bt . ( upon relin quishing his appointment as Rear - Admiral Second - in - Command of the Mediterranean Fleet ) had the honour of being received by His Majesty . The Duke of York , attended by Captain the Hon . James Stuart , visited the Motor Exhibi tion at Olympia this morning . The Prince Henry arrived at the Palace from MARLBOROUGH HOUSE , Nov. 10 . Queen Alexandra received at Marlborough House the Members of the Military and Civil Nursing Services who have been awarded the Royal Red Cross , subsequent to the Investiture at Buckingham Palace this morning . Miss A. B. Smith ( Matron - in - Chief , Queen Alexandra's Imperial Military Nursing Service ) was also received by Her Majesty .",1920-11-11,1920,"A. Williams|The Earl of Stradbroke|Majesty|Knighthood|Michael|Luncheon|D. Lloyd George , M.P.|Michael Culme - Seymour|Majesty|James Stuart|Alexandra|A. B. Smith"
152932,"MARLBOROUGH HOUSE , MARCH 8 . The Prince of Wales visited Queen Alexandra to - day , and remained to luncheon .",1920-03-9,1920,Queen Alexandra
153659,"Alexander Newport , R.N. , Paymaster - Lieut. Commander Arthur Janion , R.N. , and the Hon . Sir Sidney Greville ( Comptroller to The Prince of Wales ) had the honour of being invited , together with the Ladies and Gentlemen of Their Majesties ' Household in Waiting ..",1920-10-13,1920,Alexander Newport|Arthur Janion|Sidney Greville
150271,"Equerry to Queen Alexandra , represented Her Majesty at the funeral of the Lady Wantage , which took place at Ardington this afternoon .",1920-08-14,1920,Equerry|Queen Alexandra
153090,"The King was escorted to and from West minster Abbey by a Captain's Escort , with Standard , of the 2nd Life Guards , under the command of Captain W. A. V. Bethell .",1920-05-19,1920,Abbey|W. A. V. Bethell
151186,The Lieutenant - Governor of the Isle of Man ( Major - General W. Fry ) and the Government Secretary ( Mr. Bertram Sargeaunt ) were re ceived by His Majesty on board the Royal Yacht .,1920-07-16,1920,W. Fry|Bertram Sargeaunt|Majesty
153785,The Lady Bertha Dawkins has succeeded the Lady Joan Verney as Lady in Waiting to Her Majesty .,1920-09-17,1920,Bertha Dawkins|Lady
152580,"The Queen , accompanied by the Prince Albert , the Princess Mary , and the Prince Henry , and attended by Mr. Harry Verney , was present at a Matinée in aid of the Blinded Soldiers ' Children Fund , which was given at the Palace Theatre this afternoon .",1920-03-20,1920,Albert|Harry Verney
150647,"The Prince George arrived at the Palace from H.M.S. "" Temeraire . """,1920-12-8,1920,
150758,"The King and Queen gave a Dinner Party ! this evening at which the Princess Mary was present , and the following had the honour of being invited :",1920-02-20,1920,
153794,"The King and Queen , Field - Marshal the Duke of Connaught , the Earl of Athlone , Their Majesties ' Guests , and the Ladies and Gentle men in attendance , were present at Divine Service in Crathie Parish Church this morning . The Revd . John Stirton officiated , and the Very Revd . Professor James Cooper , D.D. , Glasgow University , preached the sermon .",1920-09-20,1920,the Earl of Athlone|John Stirton|James Cooper
150109,Lieut . - Colonel G. C. B. Paynter ( Command ing 2nd Batt . Scots Guards ) and Captain the Viscount Carlton ( 2nd Life Guards ) had the honour of dining with The King and Queen this evening .,1920-04-21,1920,Lieut|G. C. B. Paynter|Scots Guards|the Viscount Carlton
150168,"WINDSOR CASTLE , APRIL 23 . Field - Marshal the Duke of Connaught , at tended by Lieut . - Colonel Sir Malcolm Murray , has arrived at the Castle .",1920-04-24,1920,Lieut|Malcolm Murray
153146,"Captain Leonard Donaldson , R.N. , had the honour of being received by The King this afternoon .",1920-05-26,1920,Leonard Donaldson
150854,The Hon . Sir Sidney Greville and Captain the Lord Claud N. Hamilton were in attendance .,1920-02-25,1920,Sidney Greville|Claud N. Hamilton
151927,Sir Almeric FitzRoy was in attendance as Clerk of the Council .,1920-06-12,1920,Almeric FitzRoy|Clerk
150713,"SANDRINGHAM , FEB . 15 . Queen Alexandra , accompanied by the Princess Victoria , with the Ladies and Gentle men in attendance , was present at Divine Service at Sandringham Church this morning .",1920-02-16,1920,Alexandra
150435,"MARLBOROUGH HOUSE , DEO . 15 . The Prince of Wales visited Queen Alexandra this afternoon .",1920-12-16,1920,Queen Alexandra
151268,"The Rev. Harrington C. Lees ( Vicar of Swansca ) , assisted by the Rev. Robert Bren , officiated and preached the Sermon , and the Bishop of Swansea pronounced the Benediction . Admiral Sir Charles Madden , Bt . , and Vice Admiral Sir Arthur Leveson had the honour of being invited to luncheon with Their Majesties on board the Royal Yacht .",1920-07-19,1920,Harrington C. Lees|Robert Bren|Charles Madden|Arthur Leveson
152810,"The King held an Investiture in the Ball Room of the Palace at 11 o'clock this morning . The following were severally introduced into he presence of His Majesty , when The King nvested them with the Insignia of the re spective Divisions of the Orders into which they have been admitted ,",1920-03-4,1920,Majesty
152786,The Earl of Onslow has succeeded the Ear ! of Bradford as Lord in Waiting to The King .,1920-03-30,1920,
150718,Le Maréchal F. Foch had the honour of being invited to Luncheon with Their Majesties .,1920-02-17,1920,Luncheon
153268,"MARLBOROUGH HOUSE , MAY 6 . The King and Queen visited Queen Alexandra this afternoon .",1920-05-7,1920,Queen Alexandra
153095,"WINDSOR CASTLE , APRIL 30 . The King , attended by Colonel Clive Wigram and Lieut . - Colonel Arthur Erskine , arrived at the Castle this evening from Newmarket .",1920-05-1,1920,Clive Wigram|Arthur Erskine
152246,"The King and Queen , the Princess Mary , and the Ladies and Gentlemen in attendance , were present at Divine Service in the Private Chapel this morning .",1920-06-7,1920,
151335,"VOLUNTARY AID DETACHMENT . - Miss Ida FYSON , Miss Joan HUSEY , Miss Maud KIRK , Miss Jane LERESCHE , Nora , Mrs. MCLELLAN , Miss Millicent NORTON , and Miss Dorothy RIDLEY .",1920-07-21,1920,Ida FYSON|Joan HUSEY|Miss Maud KIRK|Jane LERESCHE|Nora|MCLELLAN|Millicent NORTON|Dorothy RIDLEY
151744,The Countess of Minto and the Lady Mary Trefusis have succeeded the Dowager Countess ! of Airlie and the Lady Joan Verney as Ladies in Waiting to The Queen .,1920-07-3,1920,Airlie
152775,"The Prince of Wales , attended by Captain the Hon . Piers Legh , was present at the Christen ing of the infant . daughter of the Marquess and Marchioness of Carisbrooke , which took place at the Chapel Royal , St. James's Palace , to - day .",1920-03-2,1920,Legh
151359,"The King held a Council at 11 o'clock . There were present : The Right Hon . A. J. Balfour , M.P. ( Lord President ) , the Viscount Sandhurst ( Lord Chamberlain ) , the Lord Colebrooke ( Captain of His Majesty's Body Guard of the Honourable Corps of Gentlemen at Arms ) , and the Right Hon . Sir Maurice de Bunsen , Bt .",1920-07-23,1920,A. J. Balfour|M.P.|Maurice de Bunsen
152566,"The Band of the Scots Guards played a selec tion of Music in the Picture Gallery during the afternoon , under the direction of Lieutenant F. W. Wood .",1920-03-19,1920,
152737,"of the Irish Guards played a selec tion of music during the Investiture , under the direction of Lieutenant C. H. Hassell .",1920-03-26,1920,Lieutenant C. H. Hassell
153579,"The Duke of York , accompanied by the Prince Henry , and attended by Wing - Commander Louis Greig , has arrived at the Palace .",1920-10-11,1920,Louis Greig
153298,"The following were severally introduced into the presence of His Majesty , when The King invested them with the Insignia of the respective Divisions of the Orders into which they have been admitted :",1920-11-11,1920,Majesty
150436,"BUCKINGHAM PALACE , DEC . 16 . The Prince of Wales visited The King and Queen to - day and remained to Luncheon .",1920-12-17,1920,Luncheon
152570,"The Queen , accompanied by the Princess Mary , and attended by the Lady Bertha Dawkins , visited the Royal Cambridge Home for Soldiers ' Widows at Kingston - on - Thames .",1920-03-1,1920,Bertha Dawkins
153671,His Excellency Baron Gonsuke Hayashi was received in audience by The King and presented . his Letter of Credence as Japanese Ambassador Extraordinary and Plenipotentiary to the Court of St. James's .,1920-10-14,1920,Gonsuke Hayashi|Extraordinary
153499,"and Mr. KENNY : Awarded to his son , the late Lieutenant William Kenny , 4 / 39th Garhwal Rifles , Indian Army . - For most conspicuous bravery and devotion to duty near Kot Kai ( Waziristan ) on January 2. 1920 , when in command of a company holding an advanced covering position , which was repeatedly attacked by the Mahsuds in greatly superior numbers . For over four hours this officer main tahed his position . repulsing three determined attacks , being foremost in the hand - to - hand fighting which took place , and re peatedly engaging the enemy with bomb and bayonet . His gallant leadership undoubtedly saved the situation and kept intact the right flank . on which depended the success of the operations and the safety of the troops in rear . In the subsequent withdrawal , re cognizing that a diversion was necessary to enable the withdrawal of the company , which was impeded by their wounded , with a handful of his men he turned back and counter - attacked the pursuing enemy , and , with the rest of his party , was killed fighting to the last . This very gallant act of self - sacrifice not only enabled the wounded to be withdrawn , but also averted a situation which must have resulted in considerable loss of life .",1920-11-3,1920,KENNY|William Kenny|Kot Kai|Waziristan
150444,His Excellency Monsieur Stancioff was also received in audience by The King and presented his Letter of Credence as Envoy Extraordinary and Minister Plenipotentiary from the King dom of Bulgaria .,1920-12-18,1920,Monsieur Stancioff
151683,"TERRITORIAL FORCE NURSING SERVICE . - Miss Nellie HAYES . Miss Hilda PURSE . Miss Eliza ROBERTSON . Miss Violette BUTTER , and Miss Maud STAINTON ,",1920-07-24,1920,Nellie HAYES|Hilda|Eliza ROBERTSON|Violette BUTTER|Miss Maud STAINTON
151045,The Lady Mary Trefusis has succeeded the Lady Isobel Gathorne - Hardy as Lady in Wait ing to The Queen .,1920-02-9,1920,Lady|Isobel Gathorne - Hardy
151090,"Lieut . - Colonel Sir Arthur Griffith - Boscawen , M.P. ( Parliamentary Secretary to the Ministry cf Agriculture and Fisheries ) , and Captain the Hon . Frederick Guest , M.P. ( Joint Parliamen tary Secretary to the Treasury ) , were sworn in Members of The King's Most Honourable Privy Council .",1920-01-23,1920,Lieut|Arthur Griffith - Boscawen|M.P.|Frederick Guest|M.P.
153695,The Prince of Wales dined with The King and Queen at Buckingham Palace this evening .,1920-10-15,1920,
152049,"The King and Queen , accompanied by the Duke of York , the Princess Mary , and the Prince Henry , and attended by Major the Hon . Richard Molyneux and Major Reginald Seymour , visited the All England Lawn Tennis and Croquet Club at Wimbledon this afternoon , to witness the Challenge Round of the Gentlemen's Singles Lawn Tennis Championships .",1920-06-25,1920,Richard Molyneux|Reginald Seymour
152583,The String Band of the Grenadier Guards played a Selection of Music during and after Dinner .,1920-03-20,1920,The String Band
153822,"assisted by the Rev. S. B. Baron , B.A.",1920-09-27,1920,S. B. Baron
151065,Captain the Hon . Piers Legh and Major Louis Grieg were in attendance .,1920-01-13,1920,Legh|Louis Grieg
152043,"The Duke of York , who was attended by Wing - Commander Louis Greig , took his seat in the House of Lords this afternoon .",1920-06-24,1920,Louis Greig
150171,"WINDSOR CASTLE , APRIL 24 . Lieutenant Frank Marriott , late 12th Batta . lion , 1st Division , Australian Imperial Force , had the honour of being received by The King this morning .",1920-04-26,1920,Frank Marriott
152961,Their Majesties visited The King and Queen of the Belgians at the Carlton Hotel .,1920-05-12,1920,
151697,"An Address was read and presented to The King by the Archbishop of Canterbury , and His Majesty was graciously pleased to read a reply .",1920-07-26,1920,Majesty
150417,"of Liverpool , the Viscount Farquhar ( Lord Steward ) , the Viscount Milner ( Secretary of State for the Colonies ) , the Viscount Novar , Sir George Fiddes ( Permanent Under - Secretary of State for the Colonies ) and Lady Fiddes , Sir Timothy Coghlan ( Agent - General for New South Wales ) and Lady Coghlan , the Hon . Sir Peter McBride ( Agent - General for Victoria ) and Lady McBride , the Hon . Sir James Connolly ( Agent - General for Western Australia ) and Lady Connolly , the Hon . J. McEwan Hunter ( Agent - General for Queensland ) and Mrs. Hunter , the Hon . Edward Lucas ( Agent - General for South Australia ) , Mr. A. H. Ashbolt ( Agent - General for Tasmania ) and Mrs. Ashbolt , Lieut . - Colonel Leopold Amery , M.P. ( Parliamentary Under - Secretary of State for the Colonies ) and Mrs. Amery , Captain Tahu Rhodes ( Grenadier Guards ) and the Hon . Mrs. Rhodes and Mademoiselle Dussau ; and the Countess Fortescue and the Lady Bertha Dawkins ( Ladies in Waiting ) , Miss Dorothy Yorke ( Lady in Waiting to the Princess Mary ) , Major - General the Lord Ranksborough ( Lord in Waiting ) , the Right Hon . Sir Frederick Ponsonby ( Treasurer to The King and Keeper of the Privy Purse ) , Lieut . - Colonel the Lord Stamfordham ( Private Secretary ) , the Master of the Household , Vice - Admiral Henry Campbell ( Groom in Walting ) , Major Reginald Seymour and Captain the Hon . Alexander Hardinge ( Equerries in Waiting ) , the Deputy Master of the Household , Sir Edward Wallington and Mr. Harry Verney ( Treasurer and Private Secretary to The Queen ) , Rear - Admiral Sir Lionel Halsey and Captain the Hon . Piers . Legh ( Comptroller and Equerry in Waiting to the Prince of Wales ) and Wing - Com mander Louis Greig ( Comptroller to the Duke of York ) .",1920-12-14,1920,Steward|George Fiddes|Lady Fiddes|Timothy Coghlan|Lady Coghlan|Peter McBride|Lady McBride|James Connolly|Lady Connolly|J. McEwan Hunter|Hunter|Edward Lucas|A. H. Ashbolt|Ashbolt|Lieut|Leopold Amery|M.P.|Amery|Tahu Rhodes|Grenadier Guards|Rhodes|Dorothy Yorke|Frederick Ponsonby|Lieut|Stamfordham|Henry Campbell|Reginald Seymour|Alexander Hardinge|Edward Wallington|Harry Verney|Lionel Halsey|Legh|Equerry|Louis Greig
152550,"Queen Alexandra , accompanied by The Princess Victoria , and attended by the Hon . Charlotte Knollys , the Hon . Lucia White , the Earl Howe , General the Right Hon . Sir Dighton Probyn , Colonel Sir Arthur Davidson and Colonel Sir Henry Streatfeild , unveiled the Cavell Memorial Statue , St. Martin's Place , S.W. , to - day ..",1920-03-18,1920,Queen Alexandra|Charlotte Knollys|Lucia White|Dighton Probyn|Arthur Davidson|Henry Streatfeild
153825,"BALMORAL CASTLE , SEPT . 1 . Vice - Admiral Henry Campbell has left the Castle and Mr. T. B. Hohler has arrived .",1920-09-2,1920,Henry Campbell|T. B. Hohler
150162,"British Red Cross Soclety - Miss Alice BURFIELD , Miss Mabes PEPPER , Miss Nellle PICKERSGILL , and Miss Lalla POOLE . Civil and War Hospitals . - Miss Annie DAWSON and Miss Ruth THOMPSON . Voluntary Aid Detachment .-- Mrs . Nancy HICK and Miss Doro thes SUTHERLAND OF FORSE .",1920-04-23,1920,Alice BURFIELD|Nellle PICKERSGILL|Miss Lalla POOLE|Ruth THOMPSON|Nancy HICK
152227,"Queen Alexandra and the Princess Victoria , the Princess Royal and Princess Maud , Field Marshal the Duke of Connaught , Princess Christian and Princess Helena Victoria , the Princess Beatrice , Prince and Princess Arthur of Connaught , the Marquis and Marchioness of Carisbrooke , and the Lord Leopold Mount batten remained to luncheon with The King and Queen .",1920-06-4,1920,Queen Alexandra|Helena Victoria|Arthur|Marquis
153686,His Majesty received the Maharaja - Rana of Jhalawar and the Yuvaraja of Mysore .,1920-10-15,1920,Majesty
152040,"BUCKINGHAM PALACE , JUNE 23 . Sir Stuart Fraser ( upon relinquishing his appointment as Resident at Hyderabad ) had the honour of being received by The King this morning .",1920-06-24,1920,Stuart Fraser
152560,"Queen Alexandra received at Marlborough House the members of the military and civil nursing services who have been awarded the Royal Red Cross , subsequent to the Investiture at Buckingham Palace . """,1920-03-18,1920,Alexandra
151873,"The Royal Company of Archers , the King's Body Guard for Scotland , under the command of Captain the Duke of Buccleuch , was on duty in the State rooms .",1920-07-7,1920,the Duke of Buccleuch
152469,The Prince of Wales visited . The King and Queen and remained to Luncheon .,1920-03-15,1920,Luncheon
150587,"Mademoiselle de . Grevenkop - Castenskiold ( Mistress of the Robes to The Queen of Denmark ) , Mr. T. Madsen - Mygdal ( Danish Minister of Agriculture ) , Mr. T. Rothe ( Danish Minister of Commerce ) , Mr. H. N. Andersen , Mr. Rothe ( Chamberlain and First Marshal of the Court to The King of Denmark ) , His Excellency the Danish Minister and Madame de Grevenkop - Castenskiold , and Colonel Christian F. Gjernals ( Chamberlain and Principal Aide - de - Camp to The King of Denmark ) ; the Right Hon . D. Lloyd George , M.P. , and Damo Margaret Lloyd George , the Earl Curzon of Kedleston , Admiral of the Fleet the Earl Beatty , Field - Marshal the Earl and the Countess Haig , the Viscount Farquhar , the Right Hon . Sir Ralph and Dame Leila Paget , Admiral Sir Colin and Lady Keppel , Major Harold and the Lady Zia Wernher , and Mr. Herbert Grant Watson . The Ladies and Gentlemen of the Household in Waiting also had the honour of being invited .",1920-12-3,1920,"T. Madsen - Mygdal|T. Rothe|H. N. Andersen|Rothe|Christian F. Gjernals|D. Lloyd George , M.P.|Damo Margaret Lloyd George|Ralph|Colin|Lady Keppel|Harold|Herbert Grant Watson"
