"","event_ID","text","date","Year","people_regex"
"338",150713,"SANDRINGHAM , FEB . 15 . Queen Alexandra , accompanied by the Princess Victoria , with the Ladies and Gentle men in attendance , was present at Divine Service at Sandringham Church this morning .","1920-02-16","1920","Queen Alexandra | Princess Victoria | Ladies | Gentle | Divine Service | Sandringham Church"
"339",150435,"MARLBOROUGH HOUSE , DEO . 15 . The Prince of Wales visited Queen Alexandra this afternoon .","1920-12-16","1920","The Prince of Wales | Queen Alexandra"
"340",151268,"The Rev. Harrington C. Lees ( Vicar of Swansca ) , assisted by the Rev. Robert Bren , officiated and preached the Sermon , and the Bishop of Swansea pronounced the Benediction . Admiral Sir Charles Madden , Bt . , and Vice Admiral Sir Arthur Leveson had the honour of being invited to luncheon with Their Majesties on board the Royal Yacht .","1920-07-19","1920","The Rev | Harrington C | Lees | Vicar of Swansca | Rev | Robert Bren | Sermon | Bishop of Swansea | Benediction | Admiral Sir Charles Madden | Bt | Vice Admiral Sir Arthur Leveson | Their Majesties | Royal Yacht"
"341",152810,"The King held an Investiture in the Ball Room of the Palace at 11 o'clock this morning . The following were severally introduced into he presence of His Majesty , when The King nvested them with the Insignia of the re spective Divisions of the Orders into which they have been admitted ,","1920-03-4","1920","The King | Investiture | Ball Room of | Palace | The | His Majesty | The King | Insignia of | Divisions of | Orders"
"342",152786,"The Earl of Onslow has succeeded the Ear ! of Bradford as Lord in Waiting to The King .","1920-03-30","1920","The Earl of Onslow | Ear | Bradford | Lord | Waiting | The King"
"343",150718,"Le Maréchal F. Foch had the honour of being invited to Luncheon with Their Majesties .","1920-02-17","1920","Le Mar | Foch | Luncheon | Their Majesties"
"344",153268,"MARLBOROUGH HOUSE , MAY 6 . The King and Queen visited Queen Alexandra this afternoon .","1920-05-7","1920","The King | Queen | Queen Alexandra"
"345",153095,"WINDSOR CASTLE , APRIL 30 . The King , attended by Colonel Clive Wigram and Lieut . - Colonel Arthur Erskine , arrived at the Castle this evening from Newmarket .","1920-05-1","1920","The King | Colonel Clive Wigram | Lieut | Colonel Arthur Erskine | Castle | Newmarket"
"346",152246,"The King and Queen , the Princess Mary , and the Ladies and Gentlemen in attendance , were present at Divine Service in the Private Chapel this morning .","1920-06-7","1920","The King | Queen | Princess Mary | Ladies | Gentlemen | Divine Service | Private Chapel"
"347",151335,"VOLUNTARY AID DETACHMENT . - Miss Ida FYSON , Miss Joan HUSEY , Miss Maud KIRK , Miss Jane LERESCHE , Nora , Mrs. MCLELLAN , Miss Millicent NORTON , and Miss Dorothy RIDLEY .","1920-07-21","1920","Miss Ida F | Miss Joan H | Miss Maud K | Miss Jane L | Nora | Mrs | Miss Millicent N | Miss Dorothy R"
"348",151744,"The Countess of Minto and the Lady Mary Trefusis have succeeded the Dowager Countess ! of Airlie and the Lady Joan Verney as Ladies in Waiting to The Queen .","1920-07-3","1920","The Countess of Minto | Lady Mary Trefusis | Dowager Countess | Airlie | Lady Joan Verney | Ladies | Waiting | The Queen"
"349",152775,"The Prince of Wales , attended by Captain the Hon . Piers Legh , was present at the Christen ing of the infant . daughter of the Marquess and Marchioness of Carisbrooke , which took place at the Chapel Royal , St. James's Palace , to - day .","1920-03-2","1920","The Prince of Wales | Captain | Hon | Piers Legh | Christen | Marquess | Marchioness of Carisbrooke | Chapel Royal | St | James | Palace"
"350",151359,"The King held a Council at 11 o'clock . There were present : The Right Hon . A. J. Balfour , M.P. ( Lord President ) , the Viscount Sandhurst ( Lord Chamberlain ) , the Lord Colebrooke ( Captain of His Majesty's Body Guard of the Honourable Corps of Gentlemen at Arms ) , and the Right Hon . Sir Maurice de Bunsen , Bt .","1920-07-23","1920","The King | Council | There | The Right Hon | Balfour | Lord President | Viscount Sandhurst | Lord Chamberlain | Lord Colebrooke | Captain of His Majesty | Body Guard of | Honourable Corps of Gentlemen | Arms | Right Hon | Sir Maurice | Bunsen | Bt"
"351",152566,"The Band of the Scots Guards played a selec tion of Music in the Picture Gallery during the afternoon , under the direction of Lieutenant F. W. Wood .","1920-03-19","1920","The Band of | Scots Guards | Music | Picture Gallery | Lieutenant F | Wood"
"352",152737,"of the Irish Guards played a selec tion of music during the Investiture , under the direction of Lieutenant C. H. Hassell .","1920-03-26","1920","Irish Guards | Investiture | Lieutenant C | Hassell"
"353",153579,"The Duke of York , accompanied by the Prince Henry , and attended by Wing - Commander Louis Greig , has arrived at the Palace .","1920-10-11","1920","The Duke of York | Prince Henry | Wing | Commander Louis Greig | Palace"
"354",153298,"The following were severally introduced into the presence of His Majesty , when The King invested them with the Insignia of the respective Divisions of the Orders into which they have been admitted :","1920-11-11","1920","The | His Majesty | The King | Insignia of | Divisions of | Orders"
"355",150436,"BUCKINGHAM PALACE , DEC . 16 . The Prince of Wales visited The King and Queen to - day and remained to Luncheon .","1920-12-17","1920","The Prince of Wales | The King | Queen | Luncheon"
"356",152570,"The Queen , accompanied by the Princess Mary , and attended by the Lady Bertha Dawkins , visited the Royal Cambridge Home for Soldiers ' Widows at Kingston - on - Thames .","1920-03-1","1920","The Queen | Princess Mary | Lady Bertha Dawkins | Royal Cambridge Home | Soldiers | Widows | Kingston | Thames"
"357",153671,"His Excellency Baron Gonsuke Hayashi was received in audience by The King and presented . his Letter of Credence as Japanese Ambassador Extraordinary and Plenipotentiary to the Court of St. James's .","1920-10-14","1920","His Excellency Baron Gonsuke Hayashi | The King | Letter of Credence | Japanese Ambassador Extraordinary | Plenipotentiary | Court of St | James"
"358",153499,"and Mr. KENNY : Awarded to his son , the late Lieutenant William Kenny , 4 / 39th Garhwal Rifles , Indian Army . - For most conspicuous bravery and devotion to duty near Kot Kai ( Waziristan ) on January 2. 1920 , when in command of a company holding an advanced covering position , which was repeatedly attacked by the Mahsuds in greatly superior numbers . For over four hours this officer main tahed his position . repulsing three determined attacks , being foremost in the hand - to - hand fighting which took place , and re peatedly engaging the enemy with bomb and bayonet . His gallant leadership undoubtedly saved the situation and kept intact the right flank . on which depended the success of the operations and the safety of the troops in rear . In the subsequent withdrawal , re cognizing that a diversion was necessary to enable the withdrawal of the company , which was impeded by their wounded , with a handful of his men he turned back and counter - attacked the pursuing enemy , and , with the rest of his party , was killed fighting to the last . This very gallant act of self - sacrifice not only enabled the wounded to be withdrawn , but also averted a situation which must have resulted in considerable loss of life .","1920-11-3","1920","Mr | Awarded | Lieutenant William Kenny | Garhwal Rifles | Indian Army | For | Kot Kai | Waziristan | January | Mahsuds | For | His | In | This"
"359",150444,"His Excellency Monsieur Stancioff was also received in audience by The King and presented his Letter of Credence as Envoy Extraordinary and Minister Plenipotentiary from the King dom of Bulgaria .","1920-12-18","1920","His Excellency Monsieur Stancioff | The King | Letter of Credence | Envoy Extraordinary | Minister Plenipotentiary | King | Bulgaria"
"360",151683,"TERRITORIAL FORCE NURSING SERVICE . - Miss Nellie HAYES . Miss Hilda PURSE . Miss Eliza ROBERTSON . Miss Violette BUTTER , and Miss Maud STAINTON ,","1920-07-24","1920","Miss Nellie H | Miss Hilda P | Miss Eliza R | Miss Violette B | Miss Maud S"
"361",151045,"The Lady Mary Trefusis has succeeded the Lady Isobel Gathorne - Hardy as Lady in Wait ing to The Queen .","1920-02-9","1920","The Lady Mary Trefusis | Lady Isobel Gathorne | Hardy | Lady | Wait | The Queen"
"362",151090,"Lieut . - Colonel Sir Arthur Griffith - Boscawen , M.P. ( Parliamentary Secretary to the Ministry cf Agriculture and Fisheries ) , and Captain the Hon . Frederick Guest , M.P. ( Joint Parliamen tary Secretary to the Treasury ) , were sworn in Members of The King's Most Honourable Privy Council .","1920-01-23","1920","Lieut | Colonel Sir Arthur Griffith | Boscawen | Parliamentary Secretary | Ministry | Agriculture | Fisheries | Captain | Hon | Frederick Guest | Joint Parliamen | Secretary | Treasury | Members of The King | Most Honourable Privy Council"
"363",153695,"The Prince of Wales dined with The King and Queen at Buckingham Palace this evening .","1920-10-15","1920","The Prince of Wales | The King | Queen | Buckingham Palace"
"364",152049,"The King and Queen , accompanied by the Duke of York , the Princess Mary , and the Prince Henry , and attended by Major the Hon . Richard Molyneux and Major Reginald Seymour , visited the All England Lawn Tennis and Croquet Club at Wimbledon this afternoon , to witness the Challenge Round of the Gentlemen's Singles Lawn Tennis Championships .","1920-06-25","1920","The King | Queen | Duke of York | Princess Mary | Prince Henry | Major | Hon | Richard Molyneux | Major Reginald Seymour | All England Lawn Tennis | Croquet Club | Wimbledon | Challenge Round of | Gentlemen | Singles Lawn Tennis Championships"
"365",152583,"The String Band of the Grenadier Guards played a Selection of Music during and after Dinner .","1920-03-20","1920","The String Band of | Grenadier Guards | Selection of Music | Dinner"
"366",153822,"assisted by the Rev. S. B. Baron , B.A.","1920-09-27","1920","Rev | Baron"
"367",151065,"Captain the Hon . Piers Legh and Major Louis Grieg were in attendance .","1920-01-13","1920","Captain | Hon | Piers Legh | Major Louis Grieg"
"368",152043,"The Duke of York , who was attended by Wing - Commander Louis Greig , took his seat in the House of Lords this afternoon .","1920-06-24","1920","The Duke of York | Wing | Commander Louis Greig | House of Lords"
"369",150171,"WINDSOR CASTLE , APRIL 24 . Lieutenant Frank Marriott , late 12th Batta . lion , 1st Division , Australian Imperial Force , had the honour of being received by The King this morning .","1920-04-26","1920","Lieutenant Frank Marriott | Batta | Division | Australian Imperial Force | The King"
"370",152961,"Their Majesties visited The King and Queen of the Belgians at the Carlton Hotel .","1920-05-12","1920","Their Majesties | The King | Queen of | Belgians | Carlton Hotel"
"371",151697,"An Address was read and presented to The King by the Archbishop of Canterbury , and His Majesty was graciously pleased to read a reply .","1920-07-26","1920","An Address | The King | Archbishop of Canterbury | His Majesty"
"372",150417,"of Liverpool , the Viscount Farquhar ( Lord Steward ) , the Viscount Milner ( Secretary of State for the Colonies ) , the Viscount Novar , Sir George Fiddes ( Permanent Under - Secretary of State for the Colonies ) and Lady Fiddes , Sir Timothy Coghlan ( Agent - General for New South Wales ) and Lady Coghlan , the Hon . Sir Peter McBride ( Agent - General for Victoria ) and Lady McBride , the Hon . Sir James Connolly ( Agent - General for Western Australia ) and Lady Connolly , the Hon . J. McEwan Hunter ( Agent - General for Queensland ) and Mrs. Hunter , the Hon . Edward Lucas ( Agent - General for South Australia ) , Mr. A. H. Ashbolt ( Agent - General for Tasmania ) and Mrs. Ashbolt , Lieut . - Colonel Leopold Amery , M.P. ( Parliamentary Under - Secretary of State for the Colonies ) and Mrs. Amery , Captain Tahu Rhodes ( Grenadier Guards ) and the Hon . Mrs. Rhodes and Mademoiselle Dussau ; and the Countess Fortescue and the Lady Bertha Dawkins ( Ladies in Waiting ) , Miss Dorothy Yorke ( Lady in Waiting to the Princess Mary ) , Major - General the Lord Ranksborough ( Lord in Waiting ) , the Right Hon . Sir Frederick Ponsonby ( Treasurer to The King and Keeper of the Privy Purse ) , Lieut . - Colonel the Lord Stamfordham ( Private Secretary ) , the Master of the Household , Vice - Admiral Henry Campbell ( Groom in Walting ) , Major Reginald Seymour and Captain the Hon . Alexander Hardinge ( Equerries in Waiting ) , the Deputy Master of the Household , Sir Edward Wallington and Mr. Harry Verney ( Treasurer and Private Secretary to The Queen ) , Rear - Admiral Sir Lionel Halsey and Captain the Hon . Piers . Legh ( Comptroller and Equerry in Waiting to the Prince of Wales ) and Wing - Com mander Louis Greig ( Comptroller to the Duke of York ) .","1920-12-14","1920","Liverpool | Viscount Farquhar | Lord Steward | Viscount Milner | Secretary of State | Colonies | Viscount Novar | Sir George Fiddes | Permanent Under | Secretary of State | Colonies | Lady Fiddes | Sir Timothy Coghlan | Agent | General | New South Wales | Lady Coghlan | Hon | Sir Peter Mc | Agent | General | Victoria | Lady Mc | Hon | Sir James Connolly | Agent | General | Western Australia | Lady Connolly | Hon | Mc | Hunter | Agent | General | Queensland | Mrs | Hunter | Hon | Edward Lucas | Agent | General | South Australia | Mr | Ashbolt | Agent | General | Tasmania | Mrs | Ashbolt | Lieut | Colonel Leopold Amery | Parliamentary Under | Secretary of State | Colonies | Mrs | Amery | Captain Tahu Rhodes | Grenadier Guards | Hon | Mrs | Rhodes | Mademoiselle Dussau | Countess Fortescue | Lady Bertha Dawkins | Ladies | Waiting | Miss Dorothy Yorke | Lady | Waiting | Princess Mary | Major | General | Lord Ranksborough | Lord | Waiting | Right Hon | Sir Frederick Ponsonby | Treasurer | The King | Keeper of | Privy Purse | Lieut | Colonel | Lord Stamfordham | Private Secretary | Master of | Household | Vice | Admiral Henry Campbell | Groom | Walting | Major Reginald Seymour | Captain | Hon | Alexander Hardinge | Equerries | Waiting | Deputy Master of | Household | Sir Edward Wallington | Mr | Harry Verney | Treasurer | Private Secretary | The Queen | Rear | Admiral Sir Lionel Halsey | Captain | Hon | Piers | Legh | Comptroller | Equerry | Waiting | Prince of Wales | Wing | Com | Louis Greig | Comptroller | Duke of York"
"373",152550,"Queen Alexandra , accompanied by The Princess Victoria , and attended by the Hon . Charlotte Knollys , the Hon . Lucia White , the Earl Howe , General the Right Hon . Sir Dighton Probyn , Colonel Sir Arthur Davidson and Colonel Sir Henry Streatfeild , unveiled the Cavell Memorial Statue , St. Martin's Place , S.W. , to - day ..","1920-03-18","1920","Queen Alexandra | The Princess Victoria | Hon | Charlotte Knollys | Hon | Lucia White | Earl Howe | General | Right Hon | Sir Dighton Probyn | Colonel Sir Arthur Davidson | Colonel Sir Henry Streatfeild | Cavell Memorial Statue | St | Martin | Place"
"374",153825,"BALMORAL CASTLE , SEPT . 1 . Vice - Admiral Henry Campbell has left the Castle and Mr. T. B. Hohler has arrived .","1920-09-2","1920","Vice | Admiral Henry Campbell | Castle | Mr | Hohler"
"375",150162,"British Red Cross Soclety - Miss Alice BURFIELD , Miss Mabes PEPPER , Miss Nellle PICKERSGILL , and Miss Lalla POOLE . Civil and War Hospitals . - Miss Annie DAWSON and Miss Ruth THOMPSON . Voluntary Aid Detachment .-- Mrs . Nancy HICK and Miss Doro thes SUTHERLAND OF FORSE .","1920-04-23","1920","British Red Cross Soclety | Miss Alice B | Miss Mabes P | Miss Nellle P | Miss Lalla P | Civil | War Hospitals | Miss Annie D | Miss Ruth T | Voluntary Aid Detachment | Mrs | Nancy H | Miss Doro"
"376",152227,"Queen Alexandra and the Princess Victoria , the Princess Royal and Princess Maud , Field Marshal the Duke of Connaught , Princess Christian and Princess Helena Victoria , the Princess Beatrice , Prince and Princess Arthur of Connaught , the Marquis and Marchioness of Carisbrooke , and the Lord Leopold Mount batten remained to luncheon with The King and Queen .","1920-06-4","1920","Queen Alexandra | Princess Victoria | Princess Royal | Princess Maud | Field Marshal | Duke of Connaught | Princess Christian | Princess Helena Victoria | Princess Beatrice | Prince | Princess Arthur of Connaught | Marquis | Marchioness of Carisbrooke | Lord Leopold Mount | The King | Queen"
"377",153686,"His Majesty received the Maharaja - Rana of Jhalawar and the Yuvaraja of Mysore .","1920-10-15","1920","His Majesty | Maharaja | Rana of Jhalawar | Yuvaraja of Mysore"
"378",152040,"BUCKINGHAM PALACE , JUNE 23 . Sir Stuart Fraser ( upon relinquishing his appointment as Resident at Hyderabad ) had the honour of being received by The King this morning .","1920-06-24","1920","Sir Stuart Fraser | Resident | Hyderabad | The King"
"379",152560,"Queen Alexandra received at Marlborough House the members of the military and civil nursing services who have been awarded the Royal Red Cross , subsequent to the Investiture at Buckingham Palace . ""","1920-03-18","1920","Queen Alexandra | Marlborough House | Royal Red Cross | Investiture | Buckingham Palace"
"380",151873,"The Royal Company of Archers , the King's Body Guard for Scotland , under the command of Captain the Duke of Buccleuch , was on duty in the State rooms .","1920-07-7","1920","The Royal Company of Archers | King | Body Guard | Scotland | Captain | Duke of Buccleuch | State"
"381",152469,"The Prince of Wales visited . The King and Queen and remained to Luncheon .","1920-03-15","1920","The Prince of Wales | The King | Queen | Luncheon"
"382",150587,"Mademoiselle de . Grevenkop - Castenskiold ( Mistress of the Robes to The Queen of Denmark ) , Mr. T. Madsen - Mygdal ( Danish Minister of Agriculture ) , Mr. T. Rothe ( Danish Minister of Commerce ) , Mr. H. N. Andersen , Mr. Rothe ( Chamberlain and First Marshal of the Court to The King of Denmark ) , His Excellency the Danish Minister and Madame de Grevenkop - Castenskiold , and Colonel Christian F. Gjernals ( Chamberlain and Principal Aide - de - Camp to The King of Denmark ) ; the Right Hon . D. Lloyd George , M.P. , and Damo Margaret Lloyd George , the Earl Curzon of Kedleston , Admiral of the Fleet the Earl Beatty , Field - Marshal the Earl and the Countess Haig , the Viscount Farquhar , the Right Hon . Sir Ralph and Dame Leila Paget , Admiral Sir Colin and Lady Keppel , Major Harold and the Lady Zia Wernher , and Mr. Herbert Grant Watson . The Ladies and Gentlemen of the Household in Waiting also had the honour of being invited .","1920-12-3","1920","Mademoiselle | Grevenkop | Castenskiold | Mistress of | Robes | The Queen of Denmark | Mr | Madsen | Mygdal | Danish Minister of Agriculture | Mr | Rothe | Danish Minister of Commerce | Mr | Andersen | Mr | Rothe | Chamberlain | First Marshal of | Court | The King of Denmark | His Excellency | Danish Minister | Madame | Grevenkop | Castenskiold | Colonel Christian F | Gjernals | Chamberlain | Principal Aide | Camp | The King of Denmark | Right Hon | Lloyd George | Damo Margaret Lloyd George | Earl Curzon of Kedleston | Admiral of | Fleet | Earl Beatty | Field | Marshal | Earl | Countess Haig | Viscount Farquhar | Right Hon | Sir Ralph | Dame Leila Paget | Admiral Sir Colin | Lady Keppel | Major Harold | Lady Zia Wernher | Mr | Herbert Grant Watson | The Ladies | Gentlemen of | Household | Waiting"
"383",150476,"Prince Waldemar of Denmark , with Princess Margaret , left Marlborough House to - day .. upon the conclusion of their visit to Queen ; Alexandra .","1920-12-20","1920","Prince Waldemar of Denmark | Princess Margaret | Marlborough House | Queen | Alexandra"
"384",150207,"MARLBOROUGH HOUSE , APRIL 1 . Queen Alexandra , accompanied by The Princess Royal , with Princess Maud , and The Princess Victoria , and attended by the Ladies and Gentlemen in Waiting , was present at Divine Service in the Marlborough House Chapel this morning .","1920-04-3","1920","Queen Alexandra | The Princess Royal | Princess Maud | The Princess Victoria | Ladies | Gentlemen | Waiting | Divine Service | Marlborough House Chapel"
"385",153817,"The Princess Royal , the Prince and Princess Arthur of Connaught , and the Princess Maud visited Their Majesties and remained to luncheon .","1920-09-27","1920","The Princess Royal | Prince | Princess Arthur of Connaught | Princess Maud | Their Majesties"
"386",151588,"Royal Army Service I and lined Corps , Lieutenant Robert KILVERT , York and Lancaster Regi ment , Lieutenant Arthur LISLE . Royal Engineers , Lieutenant George General At the Oratory , Brompton , yesterday morning and Hertfordshire Regiment , Sergeant - Major Joseph LEVY , Cary - Elwes , widow of Captain Windsor Cary - Elwes , List , Regimental Sergeant - Major John HENSHAW , Bedfordshire a Requiem was said , by Father Alan Ross , for Mr. Royal Army Medical Corps , and Captain KNIGHT , Royal and daughter of the late Hon . W. T. Law , who died on July 18 at Nairn . There were present Mr. Cary Elwes and Father Elwes , of Fort Augustus ( sons ) , Mr. for Versailles and will be away till the autumn . The Hon . Mrs. Borras Whiteside has left town Gervase and Lady Winefride Elwes , and their sons , Mr. Guy and Mr. Valentine Elwes . The Hon . Mrs. Porter has arrived in London The funeral took place , at a later hour , at Mortlake . from Rocksavage , Dublin .","1920-07-24","1920","Royal Army Service I | Corps | Lieutenant Robert K | York | Lancaster Regi | Lieutenant Arthur L | Royal Engineers | Lieutenant George General At | Oratory | Brompton | Hertfordshire Regiment | Sergeant | Major Joseph L | Cary | Elwes | Captain Windsor Cary | Elwes | List | Regimental Sergeant | Major John H | Bedfordshire | Requiem | Father Alan Ross | Mr | Royal Army Medical Corps | Captain K | Royal | Hon | Law | July | Nairn | There | Mr | Cary Elwes | Father Elwes | Fort Augustus | Mr | Versailles | The Hon | Mrs | Borras Whiteside | Gervase | Lady Winefride Elwes | Mr | Guy | Mr | Valentine Elwes | The Hon | Mrs | Porter | London The | Mortlake | Rocksavage | Dublin"
"387",151049,"The King and Queen , the Prince of Wales , the Princess Mary , and the Ladies and Gentle men in attendance , were present at Divine Service in the Private Chapel this morning .","1920-02-9","1920","The King | Queen | Prince of Wales | Princess Mary | Ladies | Gentle | Divine Service | Private Chapel"
"388",153116,"Major - General Sir Edmond Bainbridge ( General Officer Commanding 1st Division ) and Lady Bainbridge , Major - General Anderson ( Commandant , Staff Mrs. Anderson , Brigadier - General H. C. Jackson ( General Officer Commanding 2nd Infantry Brigade ) and Mrs. Jackson , and Lieutenant V. A. P. Haskett Smith , 2nd Batt . The Queen's Own Cameron Highlanders ( Commanding the Royal Pavilion Guard ) had the honour of dining with Their Majesties this evening .","1920-05-22","1920","Major | General Sir Edmond Bainbridge | General Officer Commanding | Division | Lady Bainbridge | Major | General Anderson | Commandant | Staff Mrs | Anderson | Brigadier | General H | Jackson | General Officer Commanding | Infantry Brigade | Mrs | Jackson | Lieutenant V | Haskett Smith | Batt | The Queen | Own Cameron Highlanders | Commanding | Royal Pavilion Guard | Their Majesties"
"389",152908,"The String Band of the Scots Guards played a selection of music during Dinner , under the direction of Lieutenant F. W. Wood . Their Majesties gave a small Evening Party","1920-03-6","1920","The String Band of | Scots Guards | Dinner | Lieutenant F | Wood | Their Majesties | Evening Party"
"390",151151,"The Queen , accompanied by the Princess Mary , and attended by the Countess of Minto and the Lady Mary Trefusis , visited John Knox's House , the Edinburgh School of Domestic Economy and Cookery in Atholl Crescent , and the Royal Scottish Museum , Edinburgh , this morning .","1920-07-12","1920","The Queen | Princess Mary | Countess of Minto | Lady Mary Trefusis | John Knox | House | Edinburgh School of Domestic Economy | Cookery | Atholl Crescent | Royal Scottish Museum | Edinburgh"
"391",153055,"The Right Hon . W. A. Watt ( Treasurer of the Commonwealth of Australia ) and Mrs. Watt had the honour of being invited to Luncheon with Their Majesties .","1920-05-15","1920","The Right Hon | Watt | Treasurer of | Commonwealth of Australia | Mrs | Watt | Luncheon | Their Majesties"
"392",151865,"The King and Queen having signed the Uni versity Album and The Queen the Album of Honorary Graduates , a procession was formed and proceeded to the platform .","1920-07-7","1920","The King | Queen | Uni | Album | The Queen | Album of Honorary Graduates"
"393",152229,"BUCKINGHAM PALACE , JUNE 4 . Lieut . - Colonel the Right Hon . Sir Hamar eenwood , Bt . , and Lady Greenwood , and rigadier - General T. Keyes had the honour of ing received by His Majesty .","1920-06-5","1920","Lieut | Colonel | Right Hon | Sir Hamar | Bt | Lady Greenwood | General T | Keyes | His Majesty"
"394",153238,"The Prince Albert , attended by Wing - Com mander Louis Greig , dined with the President and Council of the Royal Academy of Arts at Burlington House this evening .","1920-05-3","1920","The Prince Albert | Wing | Com | Louis Greig | President | Council of | Royal Academy of Arts | Burlington House"
"395",150615,"The King and Queen of Denmark , attended by their Suite and Captain Cust , Bt . , R.N. ( specially attached ) , honoured the Danish Colony in London with their presence at a Luncheon given at the Hyde Park Hotel .","1920-12-6","1920","The King | Queen of Denmark | Suite | Captain Cust | Bt | Danish Colony | London | Luncheon | Hyde Park Hotel"
"396",152976,"Knight Commander . - Received the honour of knighthood : Major - General Herbert HOLMAN .","1920-05-13","1920","Knight Commander | Received | Major | General Herbert H"
"397",153588,"Princess Christian and Princess Helena Victoria visited The King and Queen this after","1920-10-11","1920","Princess Christian | Princess Helena Victoria | The King | Queen"
"398",152385,"At the Council His Majesty pricked the List of Sheriffs for England and Wales .","1920-03-12","1920","At | Council His Majesty | List of Sheriffs | England | Wales"
"399",151929,"Major - General the Lord Ranksborough ( Lord in Waiting ) , the Master of the Household , and the Hon . Henry Stonor and Major Reginald Seymour ( Groom and Equerry in Waiting ) were in attendance .","1920-06-12","1920","Major | General | Lord Ranksborough | Lord | Waiting | Master of | Household | Hon | Henry Stonor | Major Reginald Seymour | Groom | Equerry | Waiting"
"400",150609,"General Sir George Milne ( upon relinquishing his appointment as General Officer Command ing - in - Chief , Army of the Black Sea ) , and Com mander Bruce A. Fraser , R.N. , with Engine Room Artificer Walter Grundy and Petty Officer John Horgan ( upon their return from Baku ) , had the honour of being received by The King this morning .","1920-12-6","1920","General Sir George Milne | General Officer Command | Chief | Army of | Black Sea | Com | Bruce A | Fraser | Engine Room Artificer Walter Grundy | Petty Officer John Horgan | Baku | The King"
"401",153554,"The Queen , attended by the Lady Elizabeth Dawson and Mr. Harry Verney , visited the Maternity Home , Park Hill , Tooting .","1920-11-8","1920","The Queen | Lady Elizabeth Dawson | Mr | Harry Verney | Maternity Home | Park Hill | Tooting"
"402",151030,"The Provost read and presented an Address from the Provost and Fellows . and Mr. W. Le B. Egerton , Captain of the School , read and pre sented an Address from the Boys . His Royal Highness replied to both Addresses .","1920-02-4","1920","The Provost | Address | Provost | Fellows | Mr | Le B | Egerton | Captain of | School | Address | Boys | His Royal Highness | Addresses"
"403",153092,"The Suite in attendance consisted of the Countess Fortescue , Lieut . - Colonel the Lord Stamfordham , the Master of the Household , Major Reginald Seymour , and Captain the Hon . Alexander Hardinge .","1920-05-19","1920","The Suite | Countess Fortescue | Lieut | Colonel | Lord Stamfordham | Master of | Household | Major Reginald Seymour | Captain | Hon | Alexander Hardinge"
"404",152802,"The Princess Royal , with Princess Mand , visited Queen Alexandra , and remained to luncheon .","1920-03-3","1920","The Princess Royal | Princess Mand | Queen Alexandra"
"405",151235,"The Lady Glanusk , the High Sheriff of Brecon shire ( Mr. D. Daniel ) , Mr. Sidney Robinson , M.P. , the Hon . Dulcie Bailey , Major the Hon . Wilfred and Mrs. Bailey , the Chairman of the Breconshire County Council ( Mr. W. S. Miller ) , the Vice - Chairman of the Breconshire County Council ( Mr. Idris Davies ) , the Olerk of the Breconshire County Council ( Mr. H. F. W. Harries ) , the Chief Constable of Brecon shire ( Colonel O. Cole Hamilton ) , the Mayor and Mayoress of Brecknock , the Chairman of the Hay Rural District Council , and the Chairman of the Talgarth Parish Council had the honour of being presented to Their Majesties by the Lord Lieutenant .","1920-07-19","1920","The Lady Glanusk | High Sheriff of Brecon | Mr | Daniel | Mr | Sidney Robinson | Hon | Dulcie Bailey | Major | Hon | Wilfred | Mrs | Bailey | Chairman of | Breconshire County Council | Mr | Miller | Vice | Chairman of | Breconshire County Council | Mr | Idris Davies | Olerk of | Breconshire County Council | Mr | Harries | Chief Constable of Brecon | Colonel O | Cole Hamilton | Mayor | Mayoress of Brecknock | Chairman of | Hay Rural District Council | Chairman of | Talgarth Parish Council | Their Majesties | Lord Lieutenant"
"406",150372,"Their Majesties visited the Princess Beatrice at Carisbrooke Castle this afternoon .","1920-08-9","1920","Their Majesties | Princess Beatrice | Carisbrooke Castle"
"407",150195,"The Earl of Bradford has succeeded the Earl of Onslow as Lord in Waiting to The King .","1920-04-27","1920","The Earl of Bradford | Earl of Onslow | Lord | Waiting | The King"
"408",150044,"The Very Revd . the Dean of Windsor offici ated , and the Bishop of Hereford preached the Sermon .","1920-04-12","1920","The Very Revd | Dean of Windsor of | Bishop of Hereford | Sermon"
"409",151075,"JANUARY 18 . The Prince Albert , attended by Wing - Com mander Louis Greig , left the Palace to - day for Cambridge .","1920-01-19","1920","The Prince Albert | Wing | Com | Louis Greig | Palace | Cambridge"
"410",152915,"The Queen , attended by the Countess of Minto , visited the Babies Hostel , Glebo Place , Stoke Newington .","1920-03-8","1920","The Queen | Countess of Minto | Babies Hostel | Glebo Place | Stoke Newington"
"411",153832,"Lieut . - Colonel Arthur Erskine ( Equerry in Waiting to The King ) was in attendance at Ballater Station upon the arrival of His Royal Highness .","1920-09-3","1920","Lieut | Colonel Arthur Erskine | Equerry | Waiting | The King | Ballater Station | His Royal Highness"
"412",150622,"MARLBOROUGH HOUSE , DEO . 5 . Queen Alexandra , with the Queen of Norway and the Princess Victoria , attended Divine Service at St. Clement Danes Church this morn ing .","1920-12-6","1920","Queen Alexandra | Queen of Norway | Princess Victoria | Divine Service | St | Clement Danes Church"
